True	files/Chris Brown - Run It! (Official HD Video) ft. Juelz Santana.mp3	2005
True	files/Christina Milian - Dip It Low (Official Music Video).mp3	2004
True	files/Ciara - 1, 2 Step (Official Video) ft. Missy Elliott.mp3	2004
True	files/Ciara - Goodies ft. Petey Pablo (Official Video) ft. Petey Pablo.mp3	2004
True	files/Ciara - Oh (Official Video) ft. Ludacris.mp3	2005
True	files/City High - "What Would You Do" Live (2001).mp3	2001
True	files/Clipse - When The Last Time (Video).mp3	2002
True	files/Colby O'Donis ft. Akon - What You Got (Official Video).mp3	2008
True	files/Controlla - Drake (feat. Popcaan & Beenie Man) - Original Song.mp3	2016
True	files/Crazy In Love Live @ Madison Square Garden - Beyoncé (feat. Jay-Z) (HD).mp3	2003
True	files/Crazy Town - Butterfly (Official Video).mp3	2001
True	files/D4L - Laffy Taffy (Video).mp3	2005
True	files/Daddy Yankee - Dura (Video Oficial).mp3	2018
True	files/Daddy Yankee - Rompe (HD).mp3	2005
True	files/Danity Kane - Damaged (Live @ Making The Band 4 Season Finale 2008).mp3	2008
True	files/Daughtry - No Surprise (Sessions @ AOL 2009).mp3	2009
True	files/David Banner - Get Like Me ft. Chris Brown, Young Joc (Official Music Video).mp3	2008
True	files/David Guetta - Hey Mama (Official Video) ft Nicki Minaj, Bebe Rexha & Afrojack.mp3	2015
True	files/David Guetta - Turn Me On ft. Nicki Minaj (Official Video).mp3	2011
True	files/Dem Franchize Boyz - I Think They Like Me (Official Video) ft. Jermaine Dupri, Da Brat & Bow Wow.mp3	2005
True	files/Desiigner - Panda (Official Music Video).mp3	2016
True	files/Destiny's Child - Soldier ft. T.I., Lil' Wayne.mp3	2004
True	files/Diddy Dirty Money -  Im Coming Home 2010.mp3	2010
True	files/Diddy [feat. Keyshia Cole] - Last Night (Official Music Video).mp3	2007
True	files/DJ Khaled - I'm On One (Explicit Version) ft. Drake, Rick Ross, Lil Wayne.mp3	2011
True	files/DJ Khaled - I'm The One ft. Justin Bieber, Quavo, Chance the Rapper, Lil Wayne.mp3	2017
True	files/DJ Khaled - Wild Thoughts (Official Video) ft. Rihanna, Bryson Tiller.mp3	2017
True	files/DJ Snake, Lil Jon - Turn Down for What.mp3	2014
True	files/DJ Snake - Taki Taki ft. Selena Gomez, Ozuna, Cardi B (Official Music Video).mp3	2018
True	files/Dj Unk 2 Step.mp3	2007
True	files/DMX - Party Up (Up In Here).mp3	2000
True	files/Donell Jones - U Know What's Up (Official Video).mp3	1999
True	files/Drake - Best I Ever Had (Official Video) (Directed by Kanye West).mp3	2009
True	files/Drake - Find Your Love (Official Music Video).mp3	2010
True	files/Drake - God's Plan.mp3	2018
True	files/Drake - Headlines (Explicit).mp3	2011
True	files/Drake - Hotline Bling.mp3	2015
True	files/Drake - In My Feelings.mp3	2018
True	files/DRAKE - JUMPMAN.mp3	2015
True	files/Drake, Kanye West, Lil Wayne, Eminem - Forever (Explicit Version) (Official Music Video).mp3	2009
True	files/Drake & Lil Baby - Yes Indeed (Lyrics).mp3	2018
True	files/Drake - Nice For What.mp3	2018
True	files/Drake - Nonstop.mp3	2018
True	files/Drake - One Dance.mp3	2016
True	files/Drake - Started From The Bottom (Explicit).mp3	2013
True	files/Drake - Take Care ft. Rihanna.mp3	2011
True	files/Drake - The Motto (Explicit) ft. Lil Wayne, Tyga.mp3	2011
True	files/Drake - Too Good ft. Rihanna.mp3	2016
True	files/Ed Sheeran - Don't [Official Music Video].mp3	2014
True	files/Ellie Goulding, Diplo, Swae Lee - Close To Me (Official Video).mp3	2018
True	files/Eminem ft. Rihanna - The Monster (Explicit) [Official Video].mp3	2013
True	files/Eminem - Lose Yourself [HD].mp3	2002
True	files/Eminem - Not Afraid (Official Video).mp3	2010
True	files/Eminem - Shake That (Official Music Video) ft. Nate Dogg.mp3	2005
True	files/Estelle - American Boy [Feat. Kanye West] [Video].mp3	2008
True	files/Eve ft. Gwen Stefani - Let Me Blow Ya Mind (Official Video).mp3	2001
True	files/Eve - Gangsta Lovin' ft. Alicia Keys.mp3	2002
True	files/Fabolous - Can't Let You Go (feat. Mike Shorey & Lil' Mo) [Official Video].mp3	2003
True	files/Fabolous ft. Ne-Yo - Make Me Better (Official Video).mp3	2007
True	files/Fabolous - Throw It In The Bag (Official Video) ft. The-Dream.mp3	2009
True	files/faded soul dicision.mp3	2000
True	files/Fake Love.mp3	2016
True	files/Fat Joe feat. Ashanti - "What's Luv" Live (2002).mp3	2002
True	files/Fat Joe featuring Lil Wayne - Make It Rain.mp3	2006
True	files/Fergie - Fergalicious (Official Music Video).mp3	2006
True	files/Fergie - Glamorous (Official Music Video) ft. Ludacris.mp3	2007
True	files/Fetty Wap "679" feat. Remy Boyz [Official Video].mp3	2015
True	files/Fetty Wap  - Again [Audio Only].mp3	2015
True	files/Fetty Wap "My Way" feat. Monty [Official Video].mp3	2015
True	files/Fetty Wap "Trap Queen" live at Summer Jam 2015.mp3	2015
True	files/Field Mob - So What ft. Ciara (Official Video).mp3	2006
True	files/Fifth Harmony - Worth It (Official Video) ft. Kid Ink.mp3	2015
True	files/Flipp Dinero - Leave Me Alone (Official Video).mp3	2018
True	files/Flo Rida - Club Can't Handle Me ft. David Guetta [Official Music Video] - Step Up 3D.mp3	2010
True	files/Florida Georgia Line - Cruise.mp3	2012
True	files/Flo Rida - Good Feeling [Official Video].mp3	2011
True	files/Flo Rida - I Cry [Official Video].mp3	2012
True	files/Flo Rida - In The Ayer (feat. Will.i.am) [Official Video].mp3	2008
True	files/Flo Rida - Right Round (feat. Ke$ha) [US Version] (Official Video).mp3	2009
True	files/Flo Rida - Whistle [Official Video].mp3	2012
True	files/Flo Rida - Wild Ones ft. Sia [Official Video].mp3	2012
True	files/French Montana - Pop That (Official Music Video).mp3	2012
True	files/French Montana - Unforgettable ft. Swae Lee.mp3	2017
True	files/Future - Low Life (Official Music Video) ft. The Weeknd.mp3	2016
True	files/Future - Mask Off (Official Music Video).mp3	2017
True	files/Future - Where Ya At ft. Drake.mp3	2015
True	files/G-Eazy - No Limit (Official Audio) ft. A$AP Rocky, Cardi B.mp3	2017
True	files/G-Eazy x Bebe Rexha - Me, Myself & I.mp3	2015
True	files/GoldLink - Crew ft. Brent Faiyaz, Shy Glizzy.mp3	2017
True	files/Gorillaz - Feel Good Inc. (Official Video).mp3	2005
True	files/Gucci Mane - Both (feat. Drake) [Official Audio].mp3	2017
True	files/Gucci Mane, Bruno Mars, Kodak Black - Wake Up in The Sky [Official Music Video].mp3	2018
True	files/Gucci Mane - I Get The Bag feat. Migos [Official Music Video].mp3	2017
True	files/Gwen Stefani - Hollaback Girl (Official Music Video).mp3	2005
True	files/Gwen Stefani - Rich Girl (Official Music Video) ft. Eve.mp3	2004
True	files/Gym Class Heroes: Ass Back Home ft. Neon Hitch [OFFICIAL VIDEO].mp3	2011
True	files/Gym Class Heroes: Stereo Hearts ft. Adam Levine [OFFICIAL VIDEO].mp3	2011
True	files/Halsey - Bad at Love (Live at iHeartRadio Summer 2017).mp3	2017
True	files/Havana Brown - We Run The Night ft. Pitbull (Explicit).mp3	2012
True	files/How Low.mp3	2009
True	files/Huey - Pop, Lock & Drop It  (Official Video).mp3	2007
True	files/Iggy Azalea - Black Widow ft. Rita Ora (Official Music Video).mp3	2014
True	files/Iggy Azalea - Fancy ft. Charli XCX (Official Music Video).mp3	2014
True	files/ILOVEMAKONNEN (FEAT. DRAKE) - TUESDAY.mp3	2014
True	files/Jagged Edge - Let's Get Married (Official Video).mp3	2000
True	files/Jagged Edge - Where the Party At ft. Nelly.mp3	2001
True	files/Jamie Foxx - Blame It ft. T-Pain (Official Video).mp3	2009
True	files/Jamie Foxx ft. Ludacris - Unpredictable (Official Video).mp3	2005
True	files/Ja Rule ft Case - Livin It Up (Official Music Video).mp3	2001
True	files/Ja Rule - Put It On Me (Feat. Lil' Mo & Vita).mp3	2000
True	files/Jason Derulo - Talk Dirty (DWTS 2014).mp3	2014
True	files/Jay Sean - Down ft. Lil Wayne (Official Music Video).mp3	2009
True	files/Jay Z & Alicia Keys - Empire State of Mind - Live Amercian Music Awards 2009.mp3	2009
True	files/Jay-Z feat. Justin Timberlake - Holy Grail (Official Music Video).mp3	2013
True	files/Jay-Z feat Mr. Hudson - Young Forever Official Music Video.mp3	2009
True	files/Jay Z ft Beyonce 03 bonnie & Clyde(Officail video).mp3	2002
True	files/JAY-Z - I Just Wanna Love U (Give It 2 Me).mp3	2000
True	files/J. Cole - MIDDLE CHILD.mp3	2019
True	files/J. Cole - No Role Modelz (Explicit).mp3	2014
True	files/J. Cole - Power Trip (Explicit) ft. Miguel.mp3	2013
True	files/J. Cole – Work Out (Official Music Video).mp3	2011
True	files/Jennifer Lopez - Ain't It Funny (Alt Version).mp3	2001
True	files/Jennifer Lopez - All I Have (Video) ft. LL Cool J.mp3	2002
True	files/Jennifer Lopez - I'm Gonna Be Alright (Official Video).mp3	2002
True	files/Jennifer Lopez - I'm Real (Remix) ft. Ja Rule.mp3	2001
True	files/Jennifer Lopez - On The Floor ft. Pitbull.mp3	2011
True	files/Jeremih - Down On Me ft. 50 Cent (Official Music Video).mp3	2010
True	files/Jeremih Ft. Krept & Konan | 'Don't Tell 'Em' (Remix) | live at the MOBO Awards | 2014 | MOBO.mp3	2014
True	files/Jessie J ft. Ariana Grande & Nicki Minaj - Bang Bang AMA's 2014.mp3	2014
True	files/Jim Jones - We Fly High (Official Video).mp3	2006
True	files/j kwon - tipsy (live pepsi smash 0603 2004).mp3	2004
True	files/John Legend - Green Light (Official Video) ft. André 3000.mp3	2008
True	files/JoJo  - Too Little Too Late (Official Music Video) "The High Road" first hit single.mp3	2006
True	files/Juice WRLD - Lucid Dreams (Directed by Cole Bennett).mp3	2018
True	files/Justin Bieber - As Long As You Love Me ft. Big Sean (Official Music Video).mp3	2012
True	files/Justin Bieber - Beauty And A Beat ft. Nicki Minaj (Official Music Video).mp3	2012
True	files/Justin Timberlake - My Love & Sexyback [HD] (Live MTV VMA 2006).mp3	2006
True	files/Justin Timberlake - Suit & Tie (Official) ft. JAY Z.mp3	2013
True	files/Kandi - Don't Think I'm Not (Video).mp3	2000
True	files/Kanye West - All Of The Lights ft. Rihanna, Kid Cudi.mp3	2010
True	files/Kanye West - Clique ft. Big Sean & Jay-Z (Explicit).mp3	2012
True	files/Kanye West - Gold Digger ft. Jamie Foxx.mp3	2005
True	files/Kanye West - Good Life ft. T-Pain.mp3	2007
True	files/Kanye West - Heartless.mp3	2008
True	files/Kanye West - Jesus Walks (Version 2).mp3	2004
True	files/Kanye West - Mercy (Explicit) ft. Big Sean, Pusha T, 2 Chainz.mp3	2012
True	files/Kanye West - Stronger.mp3	2007
True	files/Kanye West - Through The Wire.mp3	2003
True	files/Kardinal Offishall - Dangerous ft. Akon (Official Music Video).mp3	2008
True	files/Karmin - Brokenhearted.mp3	2012
True	files/Katy Perry - Dark Horse (Official) ft. Juicy J.mp3	2013
True	files/Katy Perry - E.T. ft. Kanye West (Official Music Video).mp3	2010
True	files/Ke$ha - Die Young (Official Video).mp3	2012
True	files/Kelly Rowland ft. Lil Wayne - Motivation (Explicit) [Official Video].mp3	2011
True	files/Kendrick Lamar - Bitch, Don't Kill My Vibe (Explicit).mp3	2013
True	files/Kendrick Lamar - HUMBLE..mp3	2017
True	files/Kendrick Lamar - LOVE. ft. Zacari.mp3	2017
True	files/Kendrick Lamar - LOYALTY. ft. Rihanna.mp3	2017
True	files/Kendrick Lamar - Poetic Justice (Explicit) ft. Drake.mp3	2012
True	files/Kendrick Lamar - Swimming Pools (Drank).mp3	2012
True	files/Kendrick Lamar, SZA - All The Stars.mp3	2018
True	files/Keri Hilsonft. Kanye West, Ne-Yo - Knock You Down (Official Video).mp3	2009
True	files/Keri Hilson ft. Lil Wayne - Turnin Me On (Official Video).mp3	2009
True	files/Keri Hilson - Pretty Girl Rock (Official Video).mp3	2010
True	files/Kevin Gates - 2 Phones [Official Music Video].mp3	2016
True	files/Kevin Gates - Really Really [Official Music Video].mp3	2016
True	files/Kevin Rudolf - Let It Rock ft. Lil Wayne (Official Music Video).mp3	2008
True	files/Keyshia Cole - Let It Go ft. Missy Elliott & Lil' Kim.mp3	2007
True	files/Kid Ink ft. Chris Brown - Show Me (Official Audio).mp3	2013
True	files/Kirko Bangz - Drank In My Cup (Official Video).mp3	2012
True	files/Kodak Black - Roll In Peace (feat. XXXTentacion) [Official Music Video].mp3	2017
True	files/Kodak Black - ZEZE (feat. Travis Scott & Offset) [Official Music Video].mp3	2018
True	files/KYLE | iSpy ft. Lil Yachty (2017 Teen Choice Awards Performance).mp3	2017
True	files/Liam Payne - Strip That Down (Live at Capital Summertime Ball 2017).mp3	2017
True	files/Lil Baby, Gunna - Close Friends.mp3	2018
True	files/Lil Baby x Gunna - "Drip Too Hard" (Official Music Video).mp3	2018
True	files/Lil Jon - Snap Yo Fingers (Official Music Video).mp3	2006
True	files/Lil Jon & The East Side Boyz - Get Low (Official Music Video).mp3	2003
True	files/Lil Pump - "Gucci Gang" (Official Music Video).mp3	2017
True	files/Lil Uzi Vert - Money Longer.mp3	2016
True	files/Lil Uzi Vert - The Way Life Goes [Official Visualizer].mp3	2017
True	files/Lil Uzi Vert - XO Tour Llif3 (Official Music Video).mp3	2017
True	files/Lil Uzi Vert - You Was Right [Official Music Video].mp3	2016
True	files/Lil Wayne - 6 Foot 7 Foot ft. Cory Gunz (Explicit) (Official Music Video).mp3	2010
True	files/Lil Wayne - A Milli (Official Dirty Version).mp3	2008
True	files/Lil Wayne - Got Money ft. T-Pain (Official Music Video).mp3	2008
True	files/Lil Wayne - How To Love (Official Music Video).mp3	2011
True	files/Lil Wayne - Lollipop ft. Static (Official Music Video).mp3	2008
True	files/Lil Wayne - Love Me (Live).mp3	2013
True	files/Lil Wayne - Mrs Officer (Official Video).mp3	2008
True	files/Lil Wayne - No Worries [Live at Dew Tour 2012].mp3	2012
True	files/Lil Wayne - She Will ft. Drake.mp3	2011
True	files/Linkin Park - In The End (Top Of The Pops 2001).mp3	2001
True	files/Linkin Park - Waiting For The End (Los Angeles, KROQ 2010).mp3	2010
True	files/LL Cool J - Luv U Better (Official Video).mp3	2002
True	files/Lloyd - Get It Shawty (Official Video).mp3	2007
True	files/LMFAO - Sexy and I Know It (Official Video).mp3	2011
True	files/Logic ft. Alessia Cara, Khalid - 1-800-273-8255 (Live At The MTV VMAs).mp3	2017
True	files/Ludacris - Money Maker (Official Music Video) ft. Pharrell.mp3	2006
True	files/Ludacris - Stand Up (Official Music Video) ft. Shawnna.mp3	2003
True	files/Ludacris - What's Your Fantasy (Official Music Video) ft. Shawnna.mp3	2000
True	files/Lupe Fiasco - The Show Goes On.mp3	2010
True	files/Machine Gun Kelly, Camila Cabello - Bad Things (Official Music Video).mp3	2016
True	files/Macklemore & Ryan Lewis - Can't Hold Us at Radio 1's Big Weekend 2013.mp3	2013
True	files/MACKLEMORE & RYAN LEWIS - SAME LOVE feat. MARY LAMBERT (OFFICIAL VIDEO).mp3	2013
True	files/MACKLEMORE & RYAN LEWIS - THRIFT SHOP FEAT. WANZ (OFFICIAL VIDEO).mp3	2012
True	files/MACKLEMORE & RYAN LEWIS - WHITE WALLS - FEAT. SCHOOLBOY Q AND HOLLIS (OFFICIAL MUSIC VIDEO).mp3	2013
True	files/Magic Stick.mp3	2003
True	files/Mario - Break Up (Official Music Video) ft. Gucci Mane, Sean Garrett.mp3	2009
True	files/Mario - Just A Friend 2002 (Nickelodeon Video Version).mp3	2002
True	files/Maroon 5 - Don't Wanna Know (Official Music Video).mp3	2016
True	files/Maroon 5 - Girls Like You ft. Cardi B (Official Music Video).mp3	2018
True	files/Meek Mill - Going Bad feat. Drake (Official Video).mp3	2018
True	files/Migos - Bad and Boujee ft Lil Uzi Vert [Official Video].mp3	2016
True	files/Migos, Nicki Minaj, Cardi B - MotorSport (Official Video).mp3	2017
True	files/Migos Slippery Live Lollapolaza.mp3	2017
True	files/Migos - Stir Fry (Official Video).mp3	2018
True	files/Migos - Walk It Talk It ft. Drake (Official Video).mp3	2018
True	files/Miguel - Sky Walker (Official Video) ft. Travis Scott.mp3	2017
True	files/Missy Elliott - Get Ur Freak On [Official Music Video].mp3	2001
True	files/Missy Elliott - Lose Control (feat. Ciara & Fat Man Scoop) [Official Music Video].mp3	2005
True	files/Missy Elliott - One Minute Man (feat. Ludacris) [Official Music Video].mp3	2001
True	files/Missy Elliott - Work It [Official Music Video].mp3	2002
True	files/MKTO - Classic (Official Video).mp3	2014
True	files/Monica - So Gone (Official Video).mp3	2003
True	files/Mr.Cheeks - Lights, Camera, Action! (Official Music Video).mp3	2001
True	files/Mustard, Migos - Pure Water.mp3	2019
True	files/My House - Mi Casa - Flo Rida (2015).mp3	2015
True	files/Nelly - Country Grammar (Hot...) (Official Music Video).mp3	2000
True	files/Nelly - Dilemma (Official Music Video) ft. Kelly Rowland.mp3	2002
True	files/Nelly Furtado - Promiscuous (Official Music Video) ft. Timbaland.mp3	2006
True	files/Nelly - Grillz (Official Music Video) ft. Paul Wall, Ali & Gipp.mp3	2005
True	files/Nelly - Hot In Herre (Official Music Video).mp3	2002
True	files/Nelly - Just A Dream (Official Music Video).mp3	2010
True	files/Nelly - Over And Over (Official Music Video) ft. Tim McGraw.mp3	2004
True	files/Nelly - Ride Wit Me (Live).mp3	2001
True	files/N.E.R.D & Rihanna - Lemon.mp3	2017
True	files/New Boyz - Tie Me Down [feat. Ray J] (Video).mp3	2009
True	files/Ne-Yo - Closer (Official Music Video).mp3	2008
True	files/Ne-Yo - Let Me Love You (Until You Learn To Love Yourself) (Official Music Video).mp3	2012
True	files/Ne-Yo - Mad (Official Music Video).mp3	2008
True	files/Ne-Yo - Sexy Love.mp3	2006
True	files/NF - Let You Down.mp3	2017
True	files/Nicki Minaj - Anaconda.mp3	2014
True	files/Nicki Minaj - Moment 4 Life (MTV Version) (Official Music Video) ft. Drake.mp3	2010
True	files/Nicki Minaj - Only ft. Drake, Lil Wayne, Chris Brown.mp3	2014
True	files/Nicki Minaj - Starships (Explicit).mp3	2012
True	files/Nicki Minaj - Super Bass.mp3	2011
True	files/Nivea - Okay ft. Lil Jon, YoungBloodZ.mp3	2004
True	files/N.O.R.E., Nina Sky, Daddy Yankee - Oye Mi Canto (Official Video) HD.mp3	2004
True	files/N.O.R.E. - Nothin'.mp3	2002
True	files/Omarion Ft. Chris Brown & Jhene Aiko - Post To Be (Official Music Video).mp3	2015
True	files/Outkast - Hey Ya! (Official Video).mp3	2003
True	files/Outkast - Ms. Jackson (Official HD Video).mp3	2000
True	files/OutKast - Roses (Official Video).mp3	2004
True	files/Outkast - The Way You Move (Official Video) ft. Sleepy Brown.mp3	2003
True	files/PARTYNEXTDOOR - Come and See Me [Official Video].mp3	2016
True	files/P. Diddy [feat. Nelly & Murphy Lee] - Shake Ya Tailfeather (Official Music Video).mp3	2003
True	files/P. Diddy - I Need a Girl Part 2 (Official Music Video).mp3	2002
True	files/Petey Pablo - Raise Up (Official Video).mp3	2001
True	files/Pharrell - Frontin' (Video) ft. Jay-Z.mp3	2003
True	files/Pitbull - Feel This Moment ft. Christina Aguilera.mp3	2013
True	files/Pitbull ft. Chris Brown - International Love (Official Video).mp3	2011
True	files/Pitbull - Give Me Everything.mp3	2011
True	files/Pitbull - Hotel Room Service.mp3	2009
True	files/PITBULL - I know you want me (calle ocho) [Official video HD].mp3	2009
True	files/Pitbull, Ne-Yo - Time Of Our Lives (Official Video).mp3	2014
True	files/Plies - Hypnotized (feat. Akon) [Official Video].mp3	2007
True	files/Post Malone - Congratulations ft. Quavo.mp3	2016
True	files/Post Malone - I Fall Apart (Live at Camp Flog Gnaw 2018).mp3	2017
True	files/Post Malone - Psycho ft. Ty Dolla $ign.mp3	2018
True	files/Post Malone - rockstar ft. 21 Savage.mp3	2017
True	files/Post Malone, Swae Lee - Sunflower (Spider-Man: Into the Spider-Verse).mp3	2018
True	files/Post Malone - White Iverson.mp3	2015
True	files/Post Malone - "Wow." (Official Music Video).mp3	2019
True	files/Pussycat Dolls - Buttons Live At  American Music Awards 2006.mp3	2006
True	files/Rae Sremmurd - Black Beatles ft. Gucci Mane (Official Video).mp3	2016
True	files/Rae Sremmurd - No Type (Official Video).mp3	2014
True	files/Rae Sremmurd - Swang (Live From YouTube SXSW 2017).mp3	2017
True	files/Ray J - One Wish (Official Music Video) in HQ with lyrics.mp3	2005
True	files/R. City - Locked Away ft. Adam Levine.mp3	2015
True	files/Rich Boy - Throw Some D's (Official Music Video).mp3	2006
True	files/Rich Gang ft. Young Thug, Rich Homie Quan - Lifestyle (Official Video).mp3	2014
True	files/Rich Homie Quan - Flex (Ooh, Ooh, Ooh).mp3	2015
True	files/Right Above It (Explicit).mp3	2010
True	files/Rihanna - Rude Boy (Official Music Video).mp3	2010
True	files/Rihanna - Umbrella (Orange Version) (Official Music Video) ft. JAY-Z.mp3	2007
True	files/Rihanna - What's My Name + Only Girl (American Music Awards 2010) High Definition.mp3	2010
True	files/R. Kelly - Fiesta (Remix) ft. Jay-Z, Boo, Gotti.mp3	2001
True	files/R. Kelly - I Wish.mp3	2000
True	files/Rob $tone - Chill Bill ft. J.Davis & Spooks (Dir. Alex Vibe).mp3	2016
True	files/Run This Town.mp3	2009
True	files/Sage The Gemini - Gas Pedal (Official Video) ft. IamSu.mp3	2013
True	files/Sean Kingston - Beautiful Girls.mp3	2007
True	files/Sean Kingston - Fire Burning (Official Music Video).mp3	2009
True	files/Sean Paul - Gimme The Light (Official Video).mp3	2002
True	files/Sean Paul - Give It Up To Me (feat. Keyshia Cole) [Disney Version] (Official Video).mp3	2006
True	files/Sean Paul - I'm Still In Love With You (Official Video).mp3	2003
True	files/Sean Paul - Temperature (Official Video).mp3	2006
True	files/Sean Paul - We Be Burnin' (Recognize It) [Official Video].mp3	2005
True	files/Selena Gomez - Good For You.mp3	2015
True	files/Shaggy It Wasn't Me (Official Music Video) (uncensored).mp3	2000
True	files/Shawty [Featuring T Pain] (video) [Main].mp3	2007
True	files/Sheck Wes - Mo Bamba (Official Music Video).mp3	2018
True	files/Shirts... And Pants. Pants Pants Pants Pants..mp3	2008
True	files/Shop Boyz - Party Like A Rock Star (Official Music Video).mp3	2007
True	files/Sia - Cheap Thrills (Performance Edit).mp3	2016
True	files/Sia - The Greatest.mp3	2016
True	files/Slow Motion - Juvenile.mp3	2004
True	files/Snoop Dogg - Drop It Like It's Hot (Official Music Video) ft. Pharrell Williams.mp3	2004
